43.70593765769079,-72.57468044757844,3099.081
43.706434028614076,-72.5667840242386,3505.906
43.706930395427094,-72.55923092365266,3509.186
43.70742675812981,-72.55236446857454,3574.803
43.70717857729224,-72.54206478595735,3614.173
43.70767493793984,-72.5338250398636,3568.241
43.70767493793984,-72.52421200275423,3368.110
43.70767493793984,-72.50979244709016,3381.234
43.70767493793984,-72.49914944171907,3469.816
43.70767493793984,-72.49331295490266,3309.055
43.70767493793984,-72.48610317707063,3253.281
43.70618584366623,-72.46928036212923,3450.131
43.70519309359915,-72.46550381183626,3400.919
43.70171833889157,-72.45966732501985,3099.081
43.70022909664903,-72.45417416095735,3213.911
43.69650582920287,-72.45005428791048,3125.328
43.69303057099384,-72.44799435138704,2846.457
43.69079637008003,-72.44456112384798,2902.231
43.69005161794633,-72.440784573555,2843.176
43.689306856564805,-72.43082821369173,2921.916
